ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6
7734,130000,1,1,2,29,0,0,-2,-2,-2,-2
15611,10000,2,1,2,22,0,0,0,0,0,-2
6570,50000,1,2,2,48,3,2,0,0,0,0
3864,30000,1,2,2,39,1,2,2,0,0,0
13642,50000,2,1,2,24,0,0,0,0,0,0
5220,80000,2,2,1,47,0,0,2,0,0,0
16741,20000,1,2,2,41,0,0,0,2,2,0
12850,40000,1,3,2,23,0,0,0,0,0,-2
19611,240000,2,2,1,47,0,0,0,0,0,0
6036,280000,1,1,1,45,-1,-1,-1,-1,-1,-1
16507,150000,1,2,2,23,2,0,0,-1,0,0
10554,130000,2,1,2,30,2,0,0,2,0,0
22217,30000,2,1,2,27,0,0,0,0,0,0
23055,230000,2,1,2,28,-1,2,0,0,0,0
22168,210000,2,2,2,27,0,0,0,0,0,0
1326,170000,1,3,1,48,2,-1,-1,0,-1,-1
14417,20000,1,3,2,48,0,0,0,0,2,0
562,360000,2,2,2,52,-2,-2,-2,-2,-2,-2
9080,50000,1,2,2,26,1,5,4,8,7,6
21207,70000,1,1,1,44,1,2,2,2,0,0
9941,160000,1,1,1,51,0,0,0,2,2,2
452,6.00E+05,1,1,1,53,2,2,0,0,0,0
7825,110000,1,2,2,41,0,0,0,0,0,0
15313,180000,2,1,1,46,0,0,-2,-2,-2,-2
1369,180000,2,2,2,27,2,2,2,2,0,0
4154,280000,2,1,2,30,-1,-1,-1,-1,-1,-1
23861,360000,1,1,2,29,1,-1,-1,-1,-1,-1
18385,30000,2,3,1,22,0,0,0,0,0,2
8567,120000,2,3,1,69,0,0,0,0,0,0
20334,350000,2,3,1,64,0,0,0,0,0,0
1080,4.00E+05,2,3,1,39,1,-1,-1,-1,-2,-1
3770,290000,2,0,2,38,1,-1,-1,-1,-1,-1
5293,50000,1,2,1,47,0,0,0,0,0,0
13966,270000,2,1,1,43,-2,-2,-2,-2,-2,-2
2082,160000,2,1,1,33,-1,-1,-1,-1,0,0
8886,340000,1,2,1,38,0,0,-1,-1,-1,0
22825,290000,2,1,2,31,0,0,0,0,0,0
8835,420000,2,1,1,45,1,-1,-1,-1,-1,-1
13707,50000,2,2,2,24,0,0,0,0,0,0
13850,170000,1,1,2,24,0,0,0,0,0,2
19096,60000,2,2,2,45,0,0,0,0,0,0
2993,150000,2,3,1,43,0,0,0,0,0,0
4933,50000,1,2,2,38,0,0,0,0,0,0
5772,3.00E+05,1,2,1,40,-2,-2,-2,-2,-2,-2
7763,20000,1,2,2,23,0,0,0,0,0,0
20480,50000,1,2,2,25,0,0,0,0,0,0
21910,30000,2,2,2,23,0,0,0,0,2,0
14597,120000,1,2,2,28,0,0,2,0,0,0
2816,50000,2,2,2,49,0,0,0,0,0,0
20623,50000,1,2,2,32,0,0,0,0,0,2
14579,20000,2,1,2,22,-1,-1,-2,-2,-2,-2
2205,30000,1,2,1,33,0,0,0,0,0,0
654,450000,2,1,1,42,1,-2,-2,-1,-1,-2
5415,280000,2,1,1,44,0,0,0,0,0,0
21960,150000,2,1,2,28,0,-1,-1,0,0,0
3601,210000,2,2,1,49,1,-2,-2,-2,-2,-2
23596,2.00E+05,2,2,1,43,0,0,-2,-1,-1,-2
17988,240000,1,3,2,36,0,0,0,0,0,0
8321,360000,1,2,1,41,1,-2,-2,-2,-2,-2
12592,410000,1,2,1,37,-2,-2,-2,-2,-2,-2
20298,3.00E+05,2,1,2,55,-2,-2,-2,-2,-2,-2
2923,50000,2,2,2,23,0,0,0,0,0,0
21241,260000,1,1,2,39,3,2,0,0,0,0
18744,70000,2,2,1,29,0,0,0,0,0,-2
21764,60000,2,2,2,24,-2,-2,-2,-2,-2,-2
556,630000,2,2,1,47,0,0,0,-1,-1,-2
23374,140000,2,2,2,31,1,-2,-2,-1,-1,-1
157,2.00E+05,2,1,2,37,0,0,0,0,0,0
9951,50000,2,1,2,28,1,2,0,0,0,3
9330,20000,1,2,2,25,-2,-2,-1,2,0,0
11616,50000,2,2,2,26,-1,-1,-1,-1,-1,-2
23135,210000,2,3,1,41,0,0,-1,-1,-2,-2
23991,60000,1,2,2,26,0,0,0,0,0,0
4677,150000,2,5,1,53,0,0,0,0,0,0
20158,280000,2,1,2,35,-1,-1,-2,-2,-2,-2
15304,140000,2,3,1,41,0,0,0,0,0,0
2658,40000,2,2,1,25,0,0,0,0,2,2
5381,20000,1,2,2,23,1,2,0,0,0,0
16299,30000,2,2,2,42,0,0,0,-1,-1,-2
10031,310000,2,1,2,32,-2,-2,-2,-2,-2,-2
8176,2.00E+05,1,1,2,31,-1,-1,-1,0,0,-1
8558,360000,1,1,2,30,-1,-1,-1,0,-1,-1
14251,390000,2,1,1,40,1,-1,0,0,0,0
20551,50000,1,1,2,28,0,0,0,0,0,0
20284,60000,2,2,1,50,0,0,0,0,0,0
10836,160000,2,1,2,36,1,2,0,0,0,0
16624,80000,1,1,2,31,0,0,0,0,0,0
21158,290000,1,1,1,36,2,0,0,0,0,0
20131,80000,2,2,1,43,2,0,0,0,0,0
14658,280000,1,2,1,49,-1,-1,-1,-1,-1,-1
5142,80000,2,1,2,30,0,0,0,0,0,0
4452,30000,2,1,2,25,0,0,0,0,0,0
22012,50000,2,2,2,29,2,2,2,2,0,0
21079,50000,1,2,2,34,0,0,2,0,0,0
13929,110000,2,1,1,31,-2,-2,-2,-2,-2,-1
4792,20000,1,2,1,38,0,-1,2,0,0,-2
13901,30000,1,2,2,27,0,0,0,0,0,0
18110,120000,1,3,1,43,2,3,2,2,2,2
17285,360000,2,1,1,41,-2,-2,-2,-2,-2,-2
9948,180000,2,1,2,29,0,0,0,0,0,0
10476,260000,2,2,1,46,-2,-2,-2,-2,-2,-2
24045,20000,1,2,2,23,0,0,0,0,0,0
21499,140000,2,2,1,30,-2,-2,-2,-2,-2,-2
13905,50000,2,1,2,26,3,2,2,2,2,0
12745,50000,2,2,2,24,0,0,0,0,0,0
4223,30000,1,1,2,38,2,0,0,0,0,0
9486,20000,1,2,2,47,0,0,2,0,0,0
13153,180000,2,1,1,39,0,0,0,0,-2,-2
11841,150000,1,1,2,28,0,-1,-1,-1,0,0
465,170000,2,3,3,56,1,-2,-1,-1,-2,-1
5259,250000,2,1,2,32,-1,-1,-1,-1,-1,-1
14606,10000,1,3,2,25,0,0,0,0,0,0
6994,180000,2,1,2,28,1,-2,-2,-2,-2,-2
23890,20000,1,2,2,27,-1,-1,-2,-2,-2,-2
20181,170000,2,1,1,33,1,-2,-2,-2,-1,0
5633,90000,1,5,2,34,0,0,0,0,0,0
256,50000,1,2,1,25,0,0,0,0,0,0
13261,10000,2,2,2,26,0,0,0,0,0,0
13725,50000,1,3,2,23,0,0,-1,-1,-1,-1
2227,310000,1,1,1,43,0,0,0,0,2,0
9243,220000,2,1,1,26,0,0,0,0,0,0
4558,160000,2,1,1,39,0,0,2,0,0,0
404,30000,1,2,1,48,0,0,0,0,0,0
19069,50000,2,2,1,40,0,0,0,0,0,0
11912,120000,2,2,1,33,1,-2,-2,-2,-1,-1
16571,20000,1,2,2,23,-1,-1,0,-1,0,-1
6969,50000,1,2,2,25,0,0,2,0,0,0
12477,460000,2,2,2,46,0,0,0,0,0,0
16353,20000,2,1,2,39,0,0,0,0,0,0
1833,460000,1,1,2,32,0,0,0,0,0,0
7663,140000,2,2,1,58,2,2,2,2,2,2
19861,30000,2,3,1,26,0,0,0,-1,0,0
1396,330000,2,1,2,35,-2,-2,-2,-2,-2,-2
15167,80000,2,2,2,22,-1,-1,-1,0,0,-1
17205,70000,1,2,2,29,-2,-2,-2,-2,-2,-2
5028,2.00E+05,1,1,2,30,-2,-2,-2,-2,-2,-2
922,50000,2,1,2,24,0,0,0,2,0,0
16968,130000,1,2,2,57,-1,2,2,2,0,-1
11539,2.00E+05,1,2,1,34,1,-2,-1,-1,-2,-2
11205,50000,2,2,1,40,1,2,2,2,2,0
22881,30000,2,3,1,39,1,2,2,2,2,2
5225,50000,1,2,2,22,2,2,2,0,0,0
10939,250000,2,2,1,54,-1,-1,2,-1,-1,-1
23261,180000,2,1,1,39,2,-1,-1,-1,-1,-1
22922,180000,2,1,2,29,-1,-1,-1,-1,-1,-1
4850,140000,2,1,2,27,-1,-1,-2,-2,-2,-2
14302,50000,1,3,3,58,0,0,0,0,0,0
10749,160000,1,2,2,52,1,2,-1,0,0,0
21861,470000,2,2,2,26,0,0,0,0,0,0
19776,110000,2,2,1,42,0,0,0,2,2,0
11566,290000,1,1,2,41,-2,-2,-2,-2,-2,-2
14534,20000,1,2,2,24,-1,0,0,0,0,-1
17663,5.00E+05,2,3,2,46,-1,0,-1,-1,0,0
1800,130000,1,3,2,28,0,0,0,0,0,0
6816,3.00E+05,1,1,1,54,0,0,-2,-2,-2,-2
19815,1.00E+05,2,3,1,45,3,2,2,2,-1,-1
21303,50000,1,2,1,51,0,0,0,0,0,0
15551,20000,1,2,2,36,2,2,2,0,0,0
9987,160000,2,1,1,37,-1,-1,-1,-1,-1,-1
20883,5.00E+05,1,1,2,32,-1,0,0,0,-1,-1
9489,90000,1,3,2,25,0,0,0,0,-2,-2
3351,30000,1,2,1,44,1,3,2,2,2,2
6540,80000,2,1,2,28,0,0,2,2,2,2
10260,1.00E+05,2,1,2,25,-1,-1,-1,-1,-1,-1
12747,80000,2,3,1,26,0,0,0,0,0,0
20391,80000,1,2,2,25,-2,-2,-2,-2,-2,-2
21023,2.00E+05,1,1,2,34,-1,-1,-2,-2,-1,-1
10558,30000,1,2,1,36,0,0,0,0,0,0
4513,280000,1,1,2,34,0,0,0,0,0,0
9699,50000,1,3,2,29,-2,-2,-2,-2,-2,-2
18086,130000,1,2,2,33,2,2,2,-1,-1,-2
3847,30000,2,2,2,25,0,0,0,0,0,0
10369,290000,2,2,1,39,-1,-1,-1,-1,-1,-1
11730,20000,2,2,2,22,0,0,0,0,0,0
880,20000,2,2,1,43,2,0,0,0,0,2
6188,150000,2,2,1,28,0,0,0,0,0,0
191,310000,1,1,2,32,0,0,0,0,0,0
21435,20000,2,3,1,23,0,0,0,0,0,0
13252,120000,2,1,2,26,0,0,-1,0,0,-1
14427,470000,1,1,1,33,-1,-1,-1,-1,0,0
413,230000,2,1,1,32,1,-2,-1,-1,-1,-1
4400,220000,2,1,2,32,0,0,0,0,0,0
12162,170000,2,2,2,26,0,0,0,0,0,0
4939,30000,1,2,2,46,0,0,0,0,0,-2
3577,5.00E+05,2,1,2,37,-1,-1,-1,-1,0,0
11622,90000,2,2,1,38,0,0,0,0,0,0
3420,360000,1,1,1,46,-1,-1,-1,-1,0,0
21994,150000,2,1,2,26,0,0,0,0,0,0
2736,140000,2,1,1,37,0,0,0,0,0,0
22552,120000,2,1,1,34,-2,-2,-2,-2,-2,-2
11102,60000,2,1,2,25,-2,-1,-1,-1,-1,-1
10181,40000,2,2,2,25,2,0,0,0,2,2
1646,50000,1,2,1,48,0,0,0,0,0,0
11906,140000,2,1,2,30,-1,-1,-1,-1,-1,-1
4686,490000,1,1,2,44,-1,-1,-1,-1,-1,-1
3710,50000,2,2,2,29,0,0,0,0,-2,-2
15912,2.00E+05,2,1,2,29,-2,-2,-2,-2,-2,-2
22458,50000,2,3,1,49,0,0,0,0,0,0
6927,60000,2,2,2,24,2,2,2,0,0,2
7026,90000,1,2,3,40,0,0,0,0,-1,-1
12531,140000,2,1,2,24,-1,-1,0,0,0,0
15695,250000,1,1,2,31,1,-2,-1,-1,-1,-1
22619,80000,2,1,2,36,2,0,0,2,0,0
22297,160000,2,1,2,30,0,0,0,0,0,0
7032,2.00E+05,2,1,1,40,-1,-1,-1,-1,-1,-1
5608,3.00E+05,2,2,2,32,0,0,0,0,0,0
15401,280000,2,2,1,49,2,2,2,0,0,0
9321,180000,2,1,1,44,0,0,0,0,0,0
8162,140000,1,1,2,29,-1,-1,2,0,0,-1
8584,180000,2,2,2,25,0,0,0,2,0,0
3324,50000,2,3,1,42,0,0,0,0,0,0
20635,80000,1,2,2,30,0,0,2,-1,-1,-2
18705,210000,2,1,2,27,0,0,0,0,0,0
3373,340000,2,2,2,32,0,0,0,0,0,0
21968,120000,2,2,2,28,0,0,0,0,-2,-2
10034,5.00E+05,2,2,2,41,-1,-1,-1,-1,0,-1
21115,480000,1,1,1,49,0,0,0,0,0,0
7544,130000,2,3,2,27,0,0,0,0,0,0
15306,1.00E+05,2,2,1,33,0,0,0,0,-2,-2
13241,440000,2,3,2,36,0,-1,-1,-1,0,0
5908,80000,1,2,3,39,2,0,0,0,0,0
6406,180000,1,1,2,38,1,-2,-2,-2,-2,-2
4844,30000,2,2,2,23,2,0,0,0,0,0
5470,2.00E+05,2,3,1,30,-1,-1,2,-1,-1,-1
22454,180000,2,1,1,44,0,0,0,2,0,0
14184,5.00E+05,1,3,1,37,0,0,0,0,0,0
13635,190000,2,2,2,30,0,0,0,0,0,0
4439,210000,2,3,2,56,0,-1,-1,-1,-1,0
4426,380000,1,1,1,41,-1,-1,-1,-2,-2,-2
7985,30000,2,3,2,21,2,2,2,0,0,0
10667,1.00E+05,2,2,1,29,2,2,0,0,2,2
23902,170000,1,1,2,25,0,0,0,0,0,0
5954,120000,2,1,2,27,1,-2,-2,-2,-2,-2
4595,30000,1,1,1,32,0,0,2,0,0,0
1158,470000,1,3,1,39,1,-2,-2,-2,-2,-2
283,180000,2,3,2,30,0,0,0,0,0,0
1644,2.00E+05,1,1,2,29,-1,-1,-2,-2,-2,-2
18477,240000,2,2,2,26,0,0,0,0,0,0
19874,5.00E+05,2,2,1,46,0,0,2,2,0,0
18850,2.00E+05,2,1,2,28,0,0,0,0,0,0
16370,5.00E+05,2,1,2,31,0,0,0,0,0,0
11834,460000,2,3,2,32,0,0,0,0,0,0
6978,4.00E+05,1,2,1,44,-1,-1,0,0,0,-1
15514,260000,1,2,2,32,0,0,0,0,0,0
1786,220000,1,2,1,60,-1,-1,-1,-1,-1,-1
1946,10000,2,1,2,27,-1,-1,-2,-2,-2,-2
8566,180000,1,1,2,40,0,0,0,0,0,0
17042,190000,2,2,2,25,0,0,0,0,0,0
8620,80000,1,1,2,26,0,0,0,0,0,0
15617,20000,2,1,2,25,-2,-2,-2,-1,-1,-1
10344,410000,2,1,1,53,-1,-1,-1,-1,-1,-1
10225,80000,2,3,3,60,0,0,0,0,0,2
22235,250000,2,1,2,31,-1,0,0,0,0,-1
2365,210000,2,2,1,44,0,0,0,0,0,0
9337,70000,1,1,2,31,1,2,2,0,0,0
287,210000,1,1,2,38,2,0,0,0,0,0
6553,230000,2,3,2,30,0,0,0,0,0,0
9522,220000,1,2,1,39,5,4,3,2,0,0
868,1.00E+05,1,1,2,35,0,0,-2,-2,-2,-2
3292,120000,1,1,2,31,2,0,0,2,0,0
8813,70000,1,1,1,49,-1,-1,-1,-1,-1,-1
10453,60000,1,2,1,52,0,0,0,0,0,0
17268,50000,2,2,1,37,0,0,0,0,0,-2
2655,50000,2,3,2,23,0,0,0,0,0,2
22874,230000,2,5,1,39,-1,-1,0,0,-2,-2
2666,50000,2,2,2,22,0,0,0,0,0,-1
19456,1.00E+05,2,1,3,47,0,0,0,0,0,0
54,180000,2,1,2,25,1,2,0,0,0,0
21469,390000,2,1,2,27,0,0,0,0,0,0
23402,20000,2,2,2,46,-1,-1,-1,-1,-2,-2
16940,370000,1,3,2,66,0,0,0,0,0,0
22141,230000,2,1,2,25,0,0,0,0,0,0
6106,50000,2,2,1,47,0,0,0,0,0,0
9435,10000,2,2,2,22,-1,-1,0,0,0,0
11448,410000,1,2,2,42,-1,-1,-1,-1,0,-1
21010,50000,1,2,1,38,0,0,0,0,0,0
20602,170000,1,4,2,28,0,0,0,0,0,0
8041,70000,1,3,2,32,0,0,0,0,0,0
4142,50000,2,3,1,42,3,2,2,0,0,0
24047,130000,1,2,2,25,0,0,0,0,0,0
20009,2.00E+05,2,1,2,31,0,0,0,0,0,0
16422,60000,2,2,1,32,0,0,0,0,0,0
21625,20000,2,2,2,24,1,2,3,2,-1,0
16734,50000,1,3,1,49,0,0,0,0,0,0
3308,1.00E+05,2,2,2,39,0,0,-1,0,0,-1
7058,360000,1,2,2,28,0,0,0,0,0,0
3300,370000,1,2,2,39,2,0,0,0,0,0
1,20000,2,2,1,24,2,2,-1,-1,-2,-2
268,130000,2,3,2,49,0,0,0,0,0,0
13132,60000,1,2,2,28,0,0,0,0,0,0
20636,20000,1,1,2,30,-1,0,0,0,0,0
14624,30000,2,2,2,23,1,2,2,2,2,2
18655,20000,2,3,1,27,0,0,0,2,0,0
17939,330000,1,1,1,40,0,0,0,0,0,0
22029,310000,2,1,2,28,0,0,0,0,0,0
5820,20000,2,2,2,24,2,2,2,2,-1,-1
14581,130000,2,3,1,48,0,0,0,0,0,0
2810,420000,1,1,1,44,0,0,0,0,0,0
10468,110000,1,2,2,24,2,2,2,2,2,2
15979,80000,2,2,1,41,0,0,0,0,0,2
5835,2.00E+05,1,3,1,47,0,0,0,0,2,0
18777,220000,2,1,2,27,0,0,0,0,0,0
7512,350000,2,1,2,48,-2,-2,-2,-2,-2,-2
21043,350000,1,1,1,41,0,0,0,0,0,0
14433,140000,1,2,1,41,0,0,0,0,0,0
15106,180000,1,1,2,36,-2,-2,-2,-2,-1,-1
23521,2.00E+05,2,2,1,36,-2,-2,-2,-2,-2,-2
12810,180000,2,1,2,28,-1,-1,-1,-1,-1,-2
23984,160000,1,2,2,25,0,0,0,0,0,0
13708,2.00E+05,2,1,2,30,-1,-1,-1,-1,-1,-1
5004,80000,2,3,1,48,0,0,0,0,0,0
18278,180000,1,3,1,58,2,2,2,2,2,2
20331,230000,2,2,1,54,-1,-1,2,2,-2,-2
11632,50000,1,3,1,58,0,0,0,0,0,0
11955,150000,1,2,2,28,0,0,0,0,0,0
3910,220000,1,2,2,30,-1,-1,2,-1,2,2
21245,250000,1,1,1,44,-1,-1,-1,2,-1,0
5672,180000,1,2,2,29,0,0,0,0,0,0
20353,50000,1,1,2,29,-1,-1,-2,-2,-2,-2
1026,180000,1,1,1,38,0,0,0,0,0,2
13155,80000,1,2,2,27,1,-2,-2,-1,0,0
5246,240000,2,2,1,34,-2,-2,-2,-2,-2,-2
1648,220000,1,2,1,44,0,0,0,0,0,0
21452,120000,2,2,2,30,-1,-1,-1,-1,-1,-1
897,110000,1,1,3,55,1,2,2,2,3,2
5068,50000,2,3,1,40,0,0,0,0,0,2
21848,50000,2,1,2,26,2,0,0,2,2,2
5851,2.00E+05,1,1,2,28,0,-1,2,2,-1,-1
12400,130000,2,3,1,36,-1,-1,-1,-1,-1,-1
11641,80000,2,2,2,27,0,0,0,0,0,0
10776,1.00E+05,2,2,1,39,3,2,2,2,2,0
3593,20000,2,3,3,51,2,0,0,0,0,2
15358,280000,2,1,2,33,2,0,0,0,0,0
20194,330000,2,1,2,32,0,0,0,0,0,0
8912,50000,2,1,2,24,0,0,0,0,0,0
15634,180000,2,2,2,27,0,0,0,0,0,0
21036,50000,1,1,2,46,0,0,0,0,0,0
16592,80000,1,3,1,31,1,2,0,0,0,0
18396,60000,2,2,2,24,0,0,-1,2,0,0
8230,5.00E+05,1,1,1,42,0,0,0,0,0,0
14646,20000,2,2,1,32,0,0,0,-2,-2,-2
20254,170000,2,2,1,51,0,-1,-1,-1,0,0
23127,150000,2,2,2,40,0,0,0,0,0,0
5298,50000,1,2,2,24,0,0,0,0,0,0
7318,1.00E+05,1,1,2,54,0,0,0,0,0,0
7711,160000,1,2,2,31,0,0,0,0,0,0
13577,50000,1,1,2,64,0,0,0,0,0,0
227,350000,1,3,1,44,-1,-1,-1,-1,-1,-2
18859,80000,2,1,2,29,0,0,0,0,0,0
18820,150000,2,4,1,26,1,-2,-2,-2,-1,-1
7100,170000,1,2,2,41,0,0,0,0,0,0
552,190000,2,1,2,41,-1,-1,-1,-1,-1,-1
11330,150000,2,5,1,25,2,0,0,0,0,0
12372,40000,2,2,1,28,1,2,2,2,2,0
24024,320000,1,1,2,25,0,0,0,0,0,0
22206,180000,2,2,2,25,0,0,0,0,0,0
8730,50000,1,2,1,43,0,0,0,0,0,0
8832,50000,1,2,1,37,0,0,2,2,2,2
16818,80000,1,3,2,34,0,0,0,0,0,0
11076,50000,1,3,3,45,-1,0,-1,-1,-1,-1
5060,140000,2,2,1,24,-1,-1,-1,-1,-1,-1
19072,260000,2,3,1,39,0,0,0,0,0,0
9914,70000,2,2,2,39,2,0,0,0,0,0
3667,390000,1,1,2,31,0,0,0,0,0,0
14159,210000,2,1,1,50,-1,-1,-1,-1,-1,-1
18305,50000,2,2,1,33,0,0,0,0,0,0
9260,360000,2,2,1,43,-1,-1,-1,-1,-1,-1
10849,1.00E+05,1,2,2,25,0,-1,-1,-1,-1,-1
687,20000,2,3,1,41,-1,-1,-1,0,0,0
15175,30000,2,2,2,23,0,0,0,0,0,0
13539,50000,2,1,2,22,0,0,0,0,0,0
8436,290000,2,2,1,39,0,0,0,0,0,0
2884,280000,1,1,1,44,-2,-1,-1,-1,-1,0
7016,5.00E+05,2,1,1,45,0,0,0,0,0,0
21139,20000,1,2,1,41,0,0,0,0,0,0
15905,340000,2,2,2,30,0,0,0,0,-1,0
1933,260000,2,1,2,36,-2,-2,-2,-2,-1,-1
20429,20000,1,2,2,24,0,0,0,0,4,3
13276,180000,1,2,2,26,-1,-1,-1,-1,-1,-1
13224,50000,1,2,1,51,0,0,0,0,0,0
149,80000,2,2,1,23,1,2,3,2,0,0
307,5.00E+05,2,2,1,36,-1,-1,-1,-1,-1,-1
16747,180000,1,1,2,33,0,0,0,-1,-1,-1
15835,360000,2,2,2,27,2,2,-2,-2,-2,-2
10457,80000,2,3,1,50,-1,0,0,2,2,2
20989,240000,1,2,2,41,0,0,0,0,0,0
12109,280000,2,1,2,29,-1,-1,-1,-1,-1,-1
3378,50000,1,2,1,26,0,0,0,0,0,0
14256,2.00E+05,2,2,2,34,0,0,0,0,0,0
6983,20000,2,1,2,24,-1,-1,-1,0,0,0
12932,350000,1,2,2,32,0,0,0,0,0,0
6880,5.00E+05,2,2,1,40,-1,-1,-1,-1,-1,-2
4572,120000,2,2,1,40,0,0,0,0,0,0
22813,70000,2,1,1,35,1,2,2,2,2,0
8651,20000,1,3,1,44,0,0,0,0,0,0
22447,350000,2,1,1,37,-2,-2,-2,-2,-2,-2
17334,310000,2,2,1,29,0,0,0,0,0,0
9151,220000,1,2,1,41,-1,-1,-1,-1,-1,-1
18922,150000,2,2,2,28,0,0,0,0,0,0
1008,170000,2,2,1,37,0,0,0,0,0,0
3538,220000,2,2,1,28,5,6,5,4,3,2
14209,120000,1,1,2,28,0,0,0,0,0,0
1401,1.00E+05,2,2,1,25,0,0,0,0,0,0
16671,20000,1,2,1,27,0,0,0,-2,-2,-2
12709,350000,1,1,1,40,0,0,-1,-1,0,0
10394,60000,1,1,2,23,0,0,0,0,0,0
19954,5.00E+05,2,1,1,44,-2,-2,-2,-2,-2,-2
7121,2.00E+05,2,1,2,26,0,-1,-1,-1,-1,-2
5766,240000,1,2,1,33,0,0,0,0,0,0
17908,50000,1,2,2,32,-1,-1,2,0,0,-1
17326,30000,2,3,1,32,0,0,0,0,0,0
5055,2.00E+05,2,2,2,31,1,-2,-1,-1,-1,-1
15273,380000,2,2,1,44,-1,-1,-2,-1,0,-1
24034,1.00E+05,1,1,2,26,0,0,0,0,0,0
11588,420000,2,3,1,36,-2,-2,-1,0,0,0
17868,60000,1,1,2,28,-1,0,0,0,0,0
20321,2.00E+05,2,1,1,59,0,0,0,0,0,0
713,360000,2,1,1,30,1,2,-1,0,-1,-1
6744,50000,2,2,1,41,0,0,0,0,0,0
23146,210000,2,2,1,37,-2,-2,-2,-2,-2,-2
6966,50000,2,3,2,23,0,0,0,0,0,0
1144,140000,2,2,1,24,-1,-1,-2,-2,-1,-1
21347,440000,1,1,1,64,0,0,0,0,0,0
10883,280000,2,2,2,26,0,0,0,0,0,0
20901,2.00E+05,1,1,2,28,0,0,0,0,0,0
22239,360000,2,2,1,31,-2,-2,-2,-2,-2,-2
2524,70000,2,2,2,30,0,0,0,2,0,0
8039,30000,2,2,1,33,0,0,0,0,0,0
19288,270000,2,2,2,35,-1,-1,-1,-1,-2,-2
3184,260000,1,3,1,48,0,0,0,0,-1,0
8845,3.00E+05,2,2,1,66,1,-1,2,-1,0,0
17299,150000,2,2,2,34,0,0,0,0,0,0
13759,150000,1,1,2,29,0,0,0,0,0,0
175,360000,1,1,2,29,1,-2,-1,-1,-2,-2
7639,20000,1,3,2,32,0,0,0,0,2,2
18221,10000,1,3,1,50,0,0,0,3,2,2
11068,120000,2,2,1,34,-1,-1,-1,-1,0,0
14881,120000,1,3,1,32,1,2,2,2,2,2
16303,20000,2,2,1,36,2,0,0,0,0,0
22699,150000,2,2,1,31,-2,-2,-2,-2,-1,0
2030,30000,2,2,1,24,2,2,0,0,0,0
11933,290000,2,1,1,40,-1,-1,-1,-1,-1,-1
5902,140000,2,2,2,27,1,2,2,3,2,2
17600,5.00E+05,2,4,1,39,1,-1,-1,-2,-2,-1
17810,140000,1,2,2,24,-1,-1,-1,-1,-1,-1
13818,160000,1,2,1,60,0,0,0,0,0,0
14590,290000,1,1,2,34,-1,-1,-2,-1,-1,-1
18241,10000,1,3,2,51,0,0,0,2,0,0
8369,50000,1,2,2,27,2,0,0,0,0,0
22073,80000,2,1,2,26,0,0,0,0,0,0
23772,80000,2,3,2,60,0,0,0,0,0,0
23634,130000,2,3,1,44,0,0,0,0,0,0
16161,250000,2,2,1,40,0,0,0,0,0,0
23276,5.00E+05,2,1,2,44,0,0,0,0,0,0
20347,60000,2,3,1,66,0,0,2,2,4,4
18422,160000,2,2,2,25,1,-1,0,0,0,-2
21893,180000,2,2,1,27,0,0,0,0,0,0
14935,140000,1,1,1,36,0,0,0,0,0,0
12703,50000,2,2,1,39,0,0,0,0,0,0
22924,5.00E+05,2,1,1,36,0,0,0,-1,-1,-1
22067,160000,2,1,2,26,-1,-1,-1,0,0,0
12454,60000,2,2,2,22,1,2,2,0,0,0
13350,390000,1,1,1,38,0,0,0,0,0,0
10310,60000,1,2,2,42,1,2,0,0,0,0
22305,1.00E+05,2,2,1,30,-1,0,0,0,0,0
8135,50000,2,3,1,35,2,2,2,2,0,0
21221,2.00E+05,1,2,1,41,2,2,2,2,2,2
17893,60000,1,1,2,29,-1,-1,2,0,-1,-1
11931,10000,2,5,2,21,0,0,0,0,0,-2
5448,240000,2,1,1,29,0,0,-1,0,0,0
20327,390000,2,1,1,53,-1,-1,-2,-2,-1,0
1358,20000,2,2,1,22,2,2,2,0,0,0
15555,450000,1,3,1,39,0,0,0,-1,-1,0
4234,60000,2,2,1,30,-1,0,0,0,0,0
12065,2.00E+05,2,1,1,47,1,2,2,-2,-2,-2
10315,30000,1,3,1,50,1,2,0,0,2,0
22080,120000,2,2,2,29,-1,-1,-2,-1,0,0
9579,110000,1,3,1,50,0,0,0,0,0,0
795,50000,2,1,1,34,0,0,0,0,0,0
13599,190000,2,2,1,33,1,-2,-2,-2,-2,-2
3456,50000,1,2,1,37,0,0,0,0,0,0
8020,3.00E+05,1,3,1,61,-1,-1,-2,-1,2,2
21266,20000,1,2,1,50,0,0,2,2,2,2
20463,50000,1,1,2,24,0,0,0,0,0,0
23449,30000,2,6,2,45,0,0,0,0,0,0
4671,5.00E+05,1,1,1,43,0,0,0,0,0,0
5546,30000,2,3,1,60,0,0,0,0,0,0
136,240000,1,2,1,34,0,0,0,2,2,2
1140,230000,2,3,2,47,0,0,0,0,0,0
13208,350000,1,1,1,42,-1,-1,-1,-1,-1,-1
8674,450000,1,1,1,46,-1,-1,-1,-1,-1,-1
17760,180000,2,3,2,52,0,0,0,0,0,0
20992,210000,1,3,1,38,2,2,2,2,2,2
